Technique,Assumption ID,Assumption Name,Weight Type,Value,Rationale
ContainerPtraceProcessDiscovery,RTS-2,App containers use read-only file systems,Exploitability,0,Runtime security controls do not increase the difficulty of discovering host processes
ContainerPtraceProcessDiscovery,RTS-2,App containers use read-only file systems,Exposure,0,Runtime security controls do not increase the risk of getting caught for running the ptrace syscall
ContainerPtraceProcessDiscovery,RTS-3,App containers are deployed with minimal Linux capabilities,Exploitability,0,Runtime security controls do not increase the difficulty of discovering host processes
ContainerPtraceProcessDiscovery,RTS-3,App containers are deployed with minimal Linux capabilities,Exposure,0,Runtime security controls do not increase the risk of getting caught for running the ptrace syscall
ContainerPtraceProcessDiscovery,RTS-4,Seccomp is implemented on the device,Exploitability,0,Runtime security controls do not increase the difficulty of discovering host processes
ContainerPtraceProcessDiscovery,RTS-4,Seccomp is implemented on the device,Exposure,0,Runtime security controls do not increase the risk of getting caught for running the ptrace syscall
ContainerPtraceProcessDiscovery,RTS-5,AppArmor is implemented on the device,Exploitability,0,Runtime security controls do not increase the difficulty of discovering host processes
ContainerPtraceProcessDiscovery,RTS-5,AppArmor is implemented on the device,Exposure,0,Runtime security controls do not increase the risk of getting caught for running the ptrace syscall
ContainerPtraceProcessDiscovery,RTS-6,SELinux is implemented on the device,Exploitability,0,Runtime security controls do not increase the difficulty of discovering host processes
ContainerPtraceProcessDiscovery,RTS-6,SELinux is implemented on the device,Exposure,0,Runtime security controls do not increase the risk of getting caught for running the ptrace syscall
ContainerPtraceProcessDiscovery,RTS-7,App containers have minimal access to host resources,Exploitability,0,Runtime security controls do not increase the difficulty of discovering host processes
ContainerPtraceProcessDiscovery,RTS-7,App containers have minimal access to host resources,Exposure,0,Runtime security controls do not increase the risk of getting caught for running the ptrace syscall
ContainerPtraceProcessDiscovery,SCM-1,Secure secrets management tools (e.g. vaults or secrets manager) are used,Exploitability,0,Secrets management controls do not have an effect on process discovery
ContainerPtraceProcessDiscovery,SCM-1,Secure secrets management tools (e.g. vaults or secrets manager) are used,Exposure,0,Secrets management controls do not reduce the attacker's access to the container in the pid namespace of the host
ContainerPtraceProcessDiscovery,SCM-2,Apps do not contain any hardcoded secrets,Exploitability,0,Secrets management controls do not have an effect on process discovery
ContainerPtraceProcessDiscovery,SCM-2,Apps do not contain any hardcoded secrets,Exposure,0,Secrets management controls do not reduce the attacker's access to the container in the pid namespace of the host
ContainerPtraceProcessDiscovery,SCM-3,Secrets at rest and in transit are encrypted,Exploitability,0,Secrets management controls do not have an effect on process discovery
ContainerPtraceProcessDiscovery,SCM-3,Secrets at rest and in transit are encrypted,Exposure,0,Secrets management controls do not reduce the attacker's access to the container in the pid namespace of the host
ContainerPtraceProcessDiscovery,SCM-4,Automatic secret rotation and revocation policies are implemented,Exploitability,0,Secrets management controls do not have an effect on process discovery
ContainerPtraceProcessDiscovery,SCM-4,Automatic secret rotation and revocation policies are implemented,Exposure,0,Secrets management controls do not reduce the attacker's access to the container in the pid namespace of the host
ContainerSystemAdminEscape,AUTH-1,Authentication for exposed container APIs is enforced,Exploitability,0,Authentication and access controls do not increase the difficulty of attacks enabled by SYS_ADMIN
ContainerSystemAdminEscape,AUTH-1,Authentication for exposed container APIs is enforced,Exposure,2,Authentication and access controls prevent unauthorized access to highly-privileged container with the SYS_ADMIN capability
ContainerSystemAdminEscape,AUTH-2,Role-based access control is used for orchestration and container management,Exploitability,0,Authentication and access controls do not increase the difficulty of attacks enabled by SYS_ADMIN
ContainerSystemAdminEscape,AUTH-2,Role-based access control is used for orchestration and container management,Exposure,2,Authentication and access controls prevent unauthorized access to highly-privileged container with the SYS_ADMIN capability
ContainerSystemAdminEscape,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exploitability,0,Authentication and access controls do not increase the difficulty of attacks enabled by SYS_ADMIN
ContainerSystemAdminEscape,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exposure,2,Authentication and access controls prevent unauthorized access to highly-privileged container with the SYS_ADMIN capability
ContainerSystemAdminEscape,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exploitability,1,"CI/CD and supply chain controls are useful to evaluate the trustwortiness of highly-privileged containers with the SYS_ADMIN capability, but provide limited measures to make attacks more difficult"
ContainerSystemAdminEscape,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exposure,1,"CI/CD and supply chain controls are useful to evaluate the trustwortiness of highly-privileged containers with the SYS_ADMIN capability, but provide limited measures to identify the intent to escape the container"
